Albuquerque New Mexico 871084726 Gibson - Palomas  Albuquerque,0.295989871,0.44336516
Albuquerque New Mexico 87109 San Pedro - Montgomery,0.295989855,0.4433662
Albuquerque New Mexico 87109 Market Place at Journal Center,0.294724871,0.44416184
Albuquerque New Mexico 87109 Target Albuquerque T-2031,0.297278726,0.4461832
Albuquerque New Mexico 87109 Paseo Del Norte - San Pedro  Albuqu,0.297402113,0.44696552
Albuquerque New Mexico 871093562 San Mateo - I-25  Albuquerque,0.29618479,0.4433464
Albuquerque New Mexico 87110 I-40 - San Mateo,0.297105484,0.44406488
Albuquerque New Mexico 87111 9821 Montgomery Blvd.,0.297877597,0.44523308
Albuquerque New Mexico 87112 Juan Tabo,0.298136468,0.44415
Albuquerque New Mexico 87112 Eubank - Candelaria  Albuquerque,0.297849774,0.4446152
Albuquerque New Mexico 871144088 Coors Blvd. - Seven Bar Loop,0.29594679,0.44792344
Albuquerque New Mexico 87120 Coors Road - Montano,0.295011306,0.4454744
Albuquerque New Mexico 87120 Quail - Coors,0.295011306,0.4454744
Albuquerque New Mexico 87120 Paseo - Golf Course Rd.,0.295283661,0.44636412
Albuquerque New Mexico 87122 Wyoming - Paseo del Norte,0.297422758,0.4470522
Albuquerque New Mexico 87123 Four Hills - Albuquerque,0.298241484,0.4427766
Albuquerque New Mexico 87123 Wyoming - Academy - New Mexico,0.295989855,0.4433662
Albuquerque New Mexico 87131 U of NM - Zimmerman Library,0.295989935,0.44336616
Albuquerque New Mexico 87131 U of NM - Bookstore,0.295989855,0.4433662
Aldie Virginia 20105 Harris Teeter-Chantilly Dulles S #2,0.765034419,0.59734924
Alexandria Louisiana 71301 Albertsons-Alexandria #2715,0.524819629,0.29164728
Alexandria Virginia 22301 Potomac Yards,0.773174855,0.5928504
Alexandria Virginia 22302 DCA - Wash Nat'l-Reagan-Level 1,0.773378081,0.5928102
Alexandria Virginia 22302 Bradlee Center,0.772823242,0.5931284
Alexandria Virginia 22302 Target Skyline T-1893,0.772823242,0.5931284
Alexandria Virginia 22306 Mt. Vernon Plaza,0.772944742,0.59057916
Alexandria Virginia 22306 Beacon Mall,0.773065581,0.5908648
Alexandria Virginia 22309 Safeway-Alexandria #1283,0.772463258,0.58903416
Alexandria Virginia 223115800 Mark Shops,0.773498661,0.59218324
Alexandria Virginia 22312 Pinecrest,0.771493435,0.59307868
Alexandria Virginia 22314 King - Union,0.773369532,0.5922242
Alexandria Virginia 22314 North Washington Center,0.773474048,0.5926308
Alexandria Virginia 22315 Safeway-Alexandria #1847,0.771797565,0.59038156
Alexandria Virginia 22331 Hoffman,0.773498726,0.5921826
Algonquin Illinois 60102 Super Target Algonquin ST-1801,0.591778048,0.72651484
Alhambra California 91801 Valley - Almansor  Alhambra,0.110928,0.4031418
Alhambra California 91801 Main - 1st - Alhambra,0.110787355,0.4039742
Alhambra California 918015115 Garfield - Valley  Alhambra,0.110850177,0.40374756
Alhambra California 91803 Fremont Ave - Mission Rd,0.110557355,0.4029172
Aliso Viejo California 92653 Aliso Viejo,0.117897403,0.38406892
Allen Park Michigan 48101 Allen Park,0.673711871,0.7291334
Allen Park Michigan 48101 Target Allen Park T-2033,0.673982597,0.73027436
Allen Texas 75002 Kroger-Allen #544,0.457563806,0.3638804
Allen Texas 75013 McDermott - Central Exprwy,0.456893565,0.3640694
Allen Texas 75013 Hwy 75 - Bethany,0.456897758,0.3645234
Aloha Oregon 97006 Tanasbourne,0.034377,0.85976048
Alpharetta Georgia 30004 Kroger-Alpharetta #415,0.656299887,0.4026476
Alpharetta Georgia 30004 Kroger-Alpharetta #444,0.656299887,0.4026476
Alpharetta Georgia 30004 Kroger-Alpharetta #495,0.656299887,0.4026476
Alpharetta Georgia 30004 Bethany - Hwy 9,0.656630177,0.4046104
Alpharetta Georgia 30004 Windward Pkwy  Hwy 9,0.65768029,0.40625488
Alpharetta Georgia 30005 Old Milton Pkwy  State Bridge,0.657756532,0.40254408
Alpharetta Georgia 300057449 The Terraces  Winward,0.65653979,0.40301484
Alpharetta Georgia 30022 Alpharetta Crossing,0.656959242,0.40085272
Alpharetta Georgia 30022 Haynes Bridge Village,0.656959242,0.40085272
Alpharetta Georgia 30022 Holcomb Br.  Barnwell,0.656959242,0.40085272
Alpharetta Georgia 30022 Northpoint Mall,0.656959242,0.40085272
Alpharetta Georgia 30022 Alpharetta Barnes - Noble,0.657239581,0.40124164
Alpharetta Georgia 300223006 Target Alpharetta T-970,0.655747694,0.40145296
Alpharetta Georgia 30201 Mansell Point,0.655947435,0.4016114
Altamonte Springs Florida 32714 434 - Orange,0.703276968,0.1869406
Altoona Iowa 50317 Target-Altoona T-1939,0.507199323,0.7043956
Amarillo Texas 791064602 Albertsons-Amarillo #4203,0.374018387,0.45036468
Amarillo Texas 79109 Georgia St. - Austin,0.373646871,0.4482902
Amarillo Texas 79124 Soncy Rd - I-40,0.371944048,0.447657
American Canyon California 94503 Safeway-American Canyon #1883,0.044314677,0.5668554
American Canyon California 94503 American Canyon - Highway 29,0.044257097,0.56805656
American Fork Utah 84003 American Fork-Salt Lake,0.212943887,0.6551128
Ames Iowa 50010 Hy Vee Foods-Ames #2,0.506213887,0.7214278
Ames Iowa 50014 Hy Vee Foods-Ames #1,0.505405661,0.7210268
Amherst Massachusetts 01002 Amherst,0.848195339,0.73564284
Amherst New York 14221 Williamsville Place,0.747172113,0.7586052
Amherst New York 14226 University Plaza,0.745161468,0.7591356
Amherst New York 14228 The Commons  Buffalo Univ.,0.745211468,0.76089308
Amherst New York 14228 Niagara Blvd,0.745172355,0.7611882
Amherst Ohio 44001 Middle Ridge Travel Plaza,0.689693565,0.6963716
Amherst Ohio 44001 Vermillion Valley,0.689693565,0.6963716
Anacortes Washington 98221 Food Pavilion - Anacortes,0.038179371,0.9797524
Anacortes Washington 98221 Safeway-Anacortes #593,0.038179371,0.9797524
Anacortes Washington 98221 Commercial - 17th Anacortes,0.03834179,0.9803446
Anaheim California 92801 Euclid - Crescent  Anaheim,0.113842274,0.394049
Anaheim California 92802 Hilton - Anaheim Hotel Lobby,0.114114694,0.3923176
Anaheim California 92802 Anaheim Marriott Hotel,0.113846871,0.3932628
Anaheim California 928045314 Brookhurst - Ball  Anaheim,0.113869323,0.39353196
Anaheim California 92805 Stadium Crossings - Anaheim,0.114262597,0.3933104
Anaheim California 92807 Tustin - 91 Fwy  Anaheim,0.115540048,0.3940234
Anaheim California 928081102 Vons-Anaheim Hills #2216,0.116467387,0.39361284
Anaheim Hills California 92807 Vons-Anaheim #2103,0.116286548,0.39398124
Anaheim Hills California 92807 Anaheim Hills,0.116471758,0.39402476
Anaheim Hills California 928073229 Santa Ana Canyon - Imperial Hwy  An,0.116950613,0.3947476
Anaheim Hills California 92808 Sycamore Canyon Plaza - Anaheim Hil,0.117052613,0.39432756
Anaheim Hills California 928081249 Weir Canyon - Monte Vista,0.117015468,0.39456908
Ancaster Ontario L9K 1L5 Meadowlands   Chapters,0.726646903,0.76898796
Anchorage Alaska 995084283 Fred Meyer - Anchorage #11,0.637488081,0.7533998
Anchorage Alaska 995151400 Fred Meyer - Anchorage (Dimond) #71,0.637488081,0.7533998
Anderson Indiana 46013 43rd - Scatterfield,0.63458071,0.64286328
Andover Massachusetts 01810 Andover,0.868244016,0.7467142
Andover Minnesota 55304 Target Andover T-2025,0.511493403,0.85002128
Angels Camp California 95221 Hwy 4 - Hwy 49 - Angels Camp,0.0716755,0.5632194
Ankeny Iowa 50021 Ankeny-Delaware - Shurfine,0.506685661,0.7092742
Ankeny Iowa 50021 Super Target Ankeny ST-1767,0.506685661,0.7092742
Ankeny Iowa 500211761 Hy Vee Foods-Ankeny #1022,0.506253887,0.70791228
Ann Arbor Michigan 48103 S. University,0.664558323,0.7285342
Ann Arbor Michigan 48103 Kroger-Ann Arbor #688,0.664182113,0.7318442
Ann Arbor Michigan 48103 Meijer-Ann Arbor #64,0.664182113,0.7318442
Ann Arbor Michigan 48104 State - Liberty,0.665489371,0.7301742
Ann Arbor Michigan 48104 Ann Arbor  Main - Liberty,0.665347113,0.731275
Ann Arbor Michigan 48104 Arborland Relocation,0.665347113,0.731275
Ann Arbor Michigan 48104 Marshall Fields-Briarwood Mall,0.665347113,0.731275
Ann Arbor Michigan 481052469 Kroger-Ann Arbor #605,0.665347435,0.73127488
Ann Arbor Michigan 48108 Briarwood Mall Kiosk,0.665682274,0.7291856
Annandale Virginia 22003 Bradlick Shopping Center,0.771222839,0.5924912
Annandale Virginia 22003 Safeway - Annandale #1588,0.770976065,0.5937032
Annapolis Maryland 21041 Safeway-Annapolis #2629,0.777428403,0.6107492
Annapolis Maryland 21401 Annapolis Harbour,0.782420419,0.599068
Annapolis Maryland 21401 Annapolis Mall Kiosk,0.782420419,0.599068
Annapolis Maryland 21401 Dock Street (Annapolis),0.782496065,0.5990896
Annapolis Maryland 21401 Safeway-Annapolis #1460,0.781483968,0.5995344
Anthem Arizona 85086 Safeway-Anthem #1726,0.207852694,0.3936492
Anthem Arizona 850860416 Anthem - I-17  Anthem,0.207351065,0.39424056
Antioch California 94509 Antioch,0.050929613,0.5604998
Antioch California 94509 Safeway-Antioch #1259,0.052395016,0.5607254
Antioch California 94531 Lone Tree - Slatten Ranch - Antioch,0.052001855,0.55878516
Antioch Tennessee 37013 Bell Rd - Hickory Hollow,0.61849921,0.48191624
Antioch Tennessee 37013 Target Antioch T-145,0.618687758,0.482146
Apex North Carolina 275028061 Super Target Apex ST-1932,0.744303177,0.46930404
Apex North Carolina 27539 Harris Teeter-Apex #58,0.745474887,0.4670852
Apopka Florida 32703 US 441 - Hiawassee Rd,0.701613081,0.1869242
Apple Valley California 923072938 Rancheras - Hwy 18  Apple Valley,0.124639581,0.42159728
Apple Valley California 92308 Target Apple Valley T-939,0.126071306,0.41794724
Apple Valley Minnesota 55124 Apple Valley - Cedar - CR 42,0.512495742,0.82927284
Apple Valley Minnesota 55124 Super Target Apple Valley ST-643,0.512854032,0.8297636
Appleton Wisconsin 54911 Appleton-College Avenue,0.590067839,0.8112338
Appleton Wisconsin 54913 Appleton West-Wisconsin Ave.,0.590076629,0.8147446
Appleton Wisconsin 54915 Appleton-Hwy 441 - Calumet,0.590637839,0.80931836
Aptos California 95003 Safeway-Aptos #640,0.050123532,0.51912308
Aptos California 95033 Soquel - Trout Gulch - Aptos,0.050126065,0.51902188
Arcadia California 91006 Arcadia,0.1126255,0.40420356
Arcadia California 91006 Albertsons-Arcadia #6561,0.112447919,0.4053608
Arcadia California 91006 300 E. Huntington Dr. - Arcadia,0.112523871,0.4056006
Arcadia California 91007 Vons - Arcadia #3208,0.111973984,0.40508408
Arden North Carolina 28704 Ingles-Arden #130,0.684664839,0.45837808
Ardmore Pennsylvania 19003 Suburban Square,0.801850548,0.6402758
Ardsley New York 105020625 Ardsley,0.825262016,0.6801468
Arlington Heights Illinois 60005 Downtown Arlington Heights,0.596930258,0.722862
Arlington Heights Illinois 60006 Arlington Heights,0.596839532,0.7255204
Arlington Massachusetts 02174 Mass. Ave.  Arlington,0.86843929,0.7366518
Arlington Massachusetts 02474 Arlington,0.868592597,0.7361592
Arlington Ohio 43221 Kroger - Upper Arlington #328,0.676088887,0.6409894
Arlington Texas 76011 Collins - Green Oaks (Arlington),0.450048242,0.35052236
Arlington Texas 76012 Randol Mill - Fielder,0.44936871,0.35013092
Arlington Texas 76013 Tom Thumb-Arlington #3617,0.448343161,0.34897108
Arlington Texas 76015 Super Target Arlington ST-1339,0.449494403,0.34745916
Arlington Texas 76015 Parks Mall at Arlington,0.449533097,0.3476692
Arlington Texas 76015 South Arlington,0.449533097,0.3476692
Arlington Texas 76016 Little Rd - Office Park,0.448387129,0.34709768
Arlington Texas 76016 Albertsons-Arlington #4142,0.448546952,0.34752444
Arlington Texas 76017 Cooper - Green Oaks,0.44944679,0.3465112
Arlington Texas 76017 S Cooper - Bardin,0.44944679,0.3465112
Arlington Texas 76017 Matlock - Bardin,0.4498755,0.349424
Arlington Virginia 22201 The Market Common,0.772672274,0.5954476
Arlington Virginia 22201 Spout Run,0.772657597,0.5958714
Arlington Virginia 22202 Crowne Plaza Reagan National Airpor,0.773264452,0.59421
Arlington Virginia 22202 Crystal City,0.773218565,0.5942238
Arlington Virginia 22202 Crystal Park III,0.773218565,0.5942238
Arlington Virginia 22202 Marriott Crystal Gateway,0.773218565,0.5942238
Arlington Virginia 22202 Pentagon Centre,0.773218565,0.5942238
Arlington Virginia 22202 Pentagon Row,0.773218565,0.5942238
Arlington Virginia 22202 The Fashion Centre at Pentagon City,0.77319729,0.59448196
Arlington Virginia 22203 Ballston Commons,0.772368726,0.5947382
Arlington Virginia 22203 Ballston Metro Center,0.772368726,0.5947382
Arlington Virginia 22203 Virginia Square Metro,0.772368726,0.5947382
Arlington Virginia 22203 Westin Arlington Lobby,0.772368726,0.5947382
Arlington Virginia 22205 Lee Harrison S C,0.772046065,0.5950056
Arlington Virginia 22207 Safeway-Arlington #4007,0.77216029,0.59617724
Arlington Virginia 22207 Safeway-Arlington #764,0.77216029,0.59617724
Arlington Virginia 22209 Safeway-Arlington #1048,0.772921855,0.59556088
Arlington Virginia 22209 International Place,0.772908242,0.5956732
Arlington Washington 98223 Smokey Point,0.045263403,0.9671556
Arlington Washington 98223 Safeway - Arlington #534,0.046744677,0.96748716
Arlington Washington 98223 Safeway-Arlington #1522,0.046744677,0.96748716
Arroyo Grande California 93420 Grand - Courtland  Arroyo Grande,0.070826145,0.4448378
Arroyo Grande California 93420 West Branch - Rancho Parkway,0.072053387,0.44538416
Artesia California 907014002 Pioneer - Artesia  Artesia,0.111617548,0.3944168
Arvada Colorado 80002 Super Target Arvada ST-2021,0.320941403,0.63183124
Arvada Colorado 80003 66th - Wadsworth-Arvada,0.321645677,0.63265824
Arvada Colorado 80003 Safeway-Arvada #1998,0.321533726,0.6330464
Arvada Colorado 80004 64th - Ward,0.320023484,0.6325018
Arvada Colorado 80004 Albertsons-Arvada #893,0.320585419,0.632594
Arvada Colorado 80004 Safeway-Arvada #1107,0.320585419,0.632594
Arvada Colorado 80005 80th - Wadsworth,0.320643323,0.6336804
Arvada Colorado 80007 55th - Wadsworth,0.320247274,0.631765
Ashburn Virginia 20147 Ashburn Farm S C,0.765942306,0.60144856
Ashburn Virginia 20147 Harris Teeter-Ashburn #242,0.766368355,0.60166368
Ashburn Virginia 20147 Ashburn Village,0.766539548,0.60201676
Ashburn Virginia 20147 Safeway-Ashburn #2650,0.766427194,0.60219
Ashburn Virginia 20147 Ashbrook Commons,0.766596306,0.6024138
Ashburn Virginia 20148 Broadlands,0.766000274,0.60098476
Asheville North Carolina 28801 Target Asheville T-2011,0.684594081,0.46385444
Asheville North Carolina 28801 Charlotte St.,0.684744935,0.464435
Asheville North Carolina 28803 Parkway Centre,0.685083645,0.4606966
Asheville North Carolina 28803 Biltmore Village,0.685031855,0.46131308
Asheville North Carolina 28804 Ingles-Asheville#3,0.684448339,0.465584
Ashland Ohio 44805 TA - Ashland,0.688731855,0.6748034
Ashland Oregon 97520 Ashland,0.038467435,0.722868
Ashland Oregon 97520 Siskiyou - Madrona,0.037591306,0.7269688
Ashland Oregon 97520 Albertsons-Ashland #573,0.039187742,0.72843472
Aspen Colorado 81611 Intrawest - Aspen,0.292972242,0.6079776
Astoria New York 111033911 Steinway Street,0.824011274,0.67073564
Astoria New York 11105 Astoria Ditmars,0.824127919,0.6709796
Astoria New York 11106 Kaufman Studios,0.823670839,0.67048448
Astoria Oregon 97103 Safeway-Astoria #2627,0.01848671,0.88748064
Atascadero California 93422 El Camino Real - Morro  Atascadero,0.070274452,0.4583726
Atascadero California 93422 Albertsons-Atascadero #1690 6390,0.06985871,0.4591356
Athens Georgia 30601 Athens,0.672187435,0.3989594
Athens Ohio 45701 Kroger-Athens #901,0.691911016,0.61269456
Atlanta Georgia 30303 Atlanta Merchandise Mart,0.654982113,0.3899326
Atlanta Georgia 30303 Equitable,0.654982113,0.3899326
Atlanta Georgia 30303 Westin Peachtree Plaza - Lobby,0.655001419,0.39017588
Atlanta Georgia 30303 CNN Center,0.654923597,0.39034696
Atlanta Georgia 30305 Buckhead (B-N),0.655242532,0.39351852
Atlanta Georgia 30305 Disco Kroger,0.655160823,0.3935702
Atlanta Georgia 30305 Peachtree Battle,0.655160823,0.3935702
Atlanta Georgia 30306 Virginia Highlands,0.655881435,0.3911842
Atlanta Georgia 30307 Emory Village,0.65548421,0.3902218
Atlanta Georgia 30307 Little Five Points,0.65548421,0.3902218
Atlanta Georgia 30307 Kroger - Atlanta #461,0.655816629,0.3906892
Atlanta Georgia 30307 Target Edgewood T-1964,0.655816629,0.3906892
Atlanta Georgia 30308 Georgia Tech - Student Union (B-N),0.655146306,0.390851
Atlanta Georgia 30308 867 Peachtree,0.655094306,0.39112552
Atlanta Georgia 30309 21 14th Street,0.655053048,0.39146088
Atlanta Georgia 30318 Peachtree  17th,0.654757548,0.3916404
Atlanta Georgia 30319 Brookhaven,0.656017677,0.394883
Atlanta Georgia 30319 Cambridge Square,0.656017677,0.394883
Atlanta Georgia 30320 ATL - Atlanta BF-1  Gate B28,0.654151468,0.3855848
Atlanta Georgia 30320 ATL - Atlanta Conc E,0.654151468,0.3855848
Atlanta Georgia 30320 ATL - Atlanta DF-2  Gate D30,0.654151468,0.3855848
Atlanta Georgia 30320 ATL - Atlanta TF-3  Gate T12,0.654151468,0.3855848
Atlanta Georgia 30320 ATL - Atlanta Term 3 Simply Books,0.654151468,0.3855848
Atlanta Georgia 30320 ATL - Concourse A  Gate 2,0.654151468,0.3855848
Atlanta Georgia 30320 ATL - Atlanta TF-10 at Gate T3,0.656190758,0.39068916
Atlanta Georgia 30320 ATL - Concourse D  Gate 8,0.655753516,0.39099592
Atlanta Georgia 30324 Ansley Mall,0.655342597,0.3918732
Atlanta Georgia 30324 Kroger - Atlanta #298,0.655536629,0.3928364
Atlanta Georgia 30326 Lenox Kiosk,0.655439419,0.39398792
Atlanta Georgia 30326 Lenox Rd.  Peachtree Rd. (Fed),0.655419145,0.39408944
Atlanta Georgia 30326 Atlanta Financial Center,0.655394694,0.394093
Atlanta Georgia 30327 West Paces Ferry,0.65444679,0.39398164
Atlanta Georgia 30328 Roswell Road,0.655175984,0.3969852
Atlanta Georgia 30328 Kroger-Atlanta #467,0.655219823,0.39729556
Atlanta Georgia 30329 Briarcliff - LaVista,0.654982113,0.3899326
Atlanta Georgia 30329 North Druid - LaVista,0.656075161,0.39303236
Atlanta Georgia 30331 Cascade Road (UCO),0.652972726,0.39024276
Atlanta Georgia 30338 Dunwoody,0.655903645,0.39776376
Atlanta Georgia 30339 Vinings,0.653699484,0.39364016
Atlanta Georgia 30339 Cumberland Mall,0.653771548,0.394654
Atlanta Georgia 30342 Phipps Plaza,0.655429081,0.39408112
Atlanta Georgia 30342 Roswell Rd.  Chastain,0.65513029,0.39428948
Atlanta Georgia 30342 Kroger-Atlanta #350,0.655302435,0.3953928
Atlanta Georgia 30342 Roswell Rd  I-285,0.655064984,0.39650048
Atlanta Georgia 30346 Super Target Atlanta ST-2036,0.655812823,0.39702716
Atlanta Georgia 30350 Perimeter Point Shopping Center,0.65583679,0.3990812
Atlanta Georgia 30350 Dunwoody Place,0.655747726,0.39962172
Atlantic Beach Florida 32233 Shoppes of North Shore,0.703181726,0.2532652
Atlantic City New Jersey 08401 Atlantic City  The Walk,0.815702355,0.6145082
Atlantic City New Jersey 08401 Trump Plaza - Boardwalk,0.815702355,0.6145082
Atlantic City New Jersey 08401 The Borgata,0.815594758,0.6151372
Atlantic City New Jersey 18401 Tropicana Food Court,0.815702355,0.6145082
Atlantic City New Jersey 184017599 Showboat Casino Elevator Lobby,0.815702258,0.6145088
Auburn California 95603 Auburn Town Center,0.063244048,0.5958482
Auburn California 95603 Bell - Highway 49 - Auburn,0.063618726,0.59611368
Auburn California 95603 Lincoln - Foresthill - Auburn,0.064351258,0.5970896
Auburn Hills Michigan 48326 Meijer-Auburn Hills #185,0.673854645,0.74561036
Auburn Hills Michigan 48326 Baldwin - I-75,0.673572339,0.74601044
Auburn Hills Michigan 48326 Walton - Squirrel,0.673365097,0.7471294
Auburn Maine 04210 Auburn,0.883158919,0.80491732
Auburn Massachusetts 01501 Auburn Centre,0.857517371,0.72784832
Auburn Washington 98001 1102 Supermall Way,0.044424935,0.93185172
Auburn Washington 98002 Auburn Fred Meyer,0.044773532,0.9312756
Auburn Washington 98002 Albertsons-Auburn #483,0.044900581,0.9321684
Auburn Washington 98002 Albertsons-Auburn #491,0.044900581,0.9321684
Auburn Washington 98002 Safeway-Auburn #531,0.044900581,0.9321684
Auburn Washington 98092 Lakeland Town Center,0.046853581,0.93166784
Augusta Georgia 30907 I-20 - Washington,0.691429258,0.37929592
Aurora Colorado 80010 Safeway-Aurora #139,0.324839129,0.6295676
Aurora Colorado 80011 Colfax - Chambers-Aurora (UCO),0.326820742,0.629611
Aurora Colorado 80011 Albertsons-Aurora #841,0.325737435,0.6297112
Aurora Colorado 80012 Safeway-Aurora #2612,0.325196145,0.627924
Aurora Colorado 80012 Super Target Aurora ST-1471,0.325196145,0.627924
Aurora Colorado 80012 I-225 - Alameda-Aurora,0.32534321,0.62811772
Aurora Colorado 80012 Hampden Ave - Tower- Aurora,0.325602435,0.62834836
Aurora Colorado 80012 Havana - Mississipi,0.324742113,0.6284138
Aurora Colorado 80013 King Soopers-Aurora #128,0.326160097,0.6263532
Aurora Colorado 80013 Safeway-Aurora #1928,0.326160097,0.6263532
Aurora Colorado 80013 Iliff - Buckley,0.326326016,0.62718724
Aurora Colorado 80014 Parker - Peoria-Aurora,0.324862984,0.62656028
Aurora Colorado 80014 King Soopers-Aurora #39,0.32522421,0.6266678
Aurora Colorado 80015 Smoky - Himalaya,0.326952919,0.6242036
Aurora Colorado 80015 Chambers - Smoky Hill-Aurora,0.325638645,0.6253492
Aurora Colorado 800152470 Albertsons-Aurora #888,0.324743581,0.62764284
Aurora Colorado 80016 Albertsons-Aurora #899,0.326911726,0.6237764
Aurora Colorado 80016 Parker Rd. - Arapahoe,0.326911726,0.6237764
Aurora Colorado 80016 Safeway-Centennial #1974,0.326911726,0.6237764
Aurora Colorado 80237 Super Target Aurora ST-1976,0.324193887,0.6255488
Aurora Illinois 60504 Aurora-Fox Valley Mall,0.593036226,0.709806
Aurora Illinois 60504 Chicago Premium Outlets,0.593036226,0.709806
Aurora Illinois 60504 Rose Plaza   Aurora,0.593036226,0.709806
Aurora Illinois 60504 Dominick's-Aurora #4161,0.592842758,0.70989232
Aurora Illinois 60504 Jewell Osco-Aurora #3201,0.592921097,0.71125352
Aurora Illinois 60506 West Aurora-Orchard - Indian Trail,0.591035823,0.7108032
Aurora Ohio 44202 Aurora,0.703288565,0.6938338
Aurora Ontario L4G 3W3 St. Andrews,0.734269532,0.8003656
Austell Georgia 30106 E-W Connector - Floyd Rd,0.651221403,0.39340236
Austin Texas 78701 10th - Congress,0.439636113,0.2506864
Austin Texas 78701 15th - San Antonio,0.439636113,0.2506864
Austin Texas 78701 One American Center,0.43962929,0.2507042
Austin Texas 78701 Radisson Hotel - Suites- Austin,0.439643726,0.250878
Austin Texas 78701 5th - Lamar,0.43950421,0.2511428
Austin Texas 78703 45th - N. Lamar,0.43962929,0.2507042
Austin Texas 78703 Casis Village,0.439285984,0.251636
Austin Texas 78704 Oltorf - I-35,0.439564548,0.24897092
Austin Texas 78704 S. Congress - Academy,0.439447839,0.2495198
Austin Texas 78704 S. Lamar - Ben White Blvd.,0.438901468,0.2495794
Austin Texas 78705 38th - Guadalupe,0.439646306,0.2512688
Austin Texas 78705 W.24th - Nueces (White House),0.439609774,0.2515438
Austin Texas 78717 Super Target Austin NW ST-1797,0.439349048,0.259958
Austin Texas 78727 Parmer - Metric,0.44054321,0.25664096
Austin Texas 78729 Parmer - McNeil,0.439492758,0.257615
Austin Texas 78731 Northland - Balcones,0.439407758,0.25348432
Austin Texas 78731 Randalls-Austin #2482,0.439276145,0.2537752
Austin Texas 78731 Far West Blvd. - Hart Ln.,0.439276468,0.2543558
Austin Texas 78732 Target Four Points T-1953,0.437143613,0.25488756
Austin Texas 78734 Lakeway Blvd. - Ranch Rd. 620,0.43614371,0.2542688
Austin Texas 78735 William Cannon - Mopac,0.437639774,0.25008944
Austin Texas 78738 Bee Cave - 71,0.436619403,0.25201632
Austin Texas 78745 William Cannon - Westgate,0.439060855,0.24771192
Austin Texas 78745 Albertsons-Austin #4093,0.438730839,0.24828968
Austin Texas 78745 Sunset Valley Marketfair,0.438518645,0.2489838
Austin Texas 78746 Bee Caves Village at Westlake (B-N),0.43890421,0.25104752
Austin Texas 78746 Westbank Market,0.43890421,0.25104752
Austin Texas 78746 S. Lamar - Collier,0.43861471,0.25165812
